Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
245,Kevin Knox,SF,24,DET,10,150,10.0,.598,.542,.104,3.6,14.4,8.9,4.8,1.6,1.1,15.2,16.6,,0.0,0.1,0.1,.018,,-2.5,-1.3,-3.8,-0.1,knoxke01
246,John Konchar,SF,27,MEM,21,374,9.9,.475,.647,.118,6.2,19.3,12.5,10.5,2.1,3.3,13.3,9.4,,0.0,0.6,0.6,.081,,-3.2,1.8,-1.4,0.1,konchjo01
247,Furkan Korkmaz,SG,26,PHI,19,130,7.0,.462,.543,.257,0.9,6.7,3.8,9.6,3.7,0.0,15.2,14.9,,-0.1,0.2,0.1,.024,,-5.3,1.9,-3.4,0.0,korkmfu01
248,Luke Kornet,C,28,BOS,17,220,19.2,.766,.000,.279,12.8,14.5,13.7,6.1,1.8,5.4,11.1,10.6,,0.7,0.4,1.1,.236,,1.4,2.6,4.0,0.3,kornelu01
249,Jonathan Kuminga,PF,21,GSW,26,548,13.7,.562,.263,.388,5.8,13.0,9.3,7.2,1.5,1.3,10.8,24.0,,0.2,0.5,0.7,.064,,-1.6,-0.7,-2.3,-0.1,kuminjo01
250,Kyle Kuzma,PF,28,WAS,26,808,17.6,.561,.344,.191,2.9,18.2,10.6,21.7,0.5,1.7,10.5,31.3,,0.1,0.1,0.3,.016,,1.5,-2.4,-0.8,0.2,kuzmaky01
251,Jock Landale,C,28,HOU,16,136,7.0,.437,.357,.143,9.8,12.5,11.2,7.7,1.8,2.1,21.2,12.1,,-0.1,0.2,0.1,.039,,-5.1,0.5,-4.6,-0.1,landajo01
252,Jake LaRavia,PF,22,MEM,8,99,2.0,.395,.625,.063,5.3,6.9,6.1,7.3,0.5,0.0,10.8,15.9,,-0.2,0.1,-0.1,-0.062,,-8.4,-2.0,-10.5,-0.2,laravja01
253,Zach LaVine,SG,28,CHI,18,635,15.6,.566,.430,.275,1.0,15.1,7.7,15.3,1.3,0.7,9.7,25.5,,0.5,0.5,1.0,.073,,0.9,-0.8,0.1,0.3,lavinza01
254,A.J. Lawson,SG,23,DAL,10,68,9.1,.506,.571,.214,4.7,4.9,4.8,6.2,0.0,1.3,6.1,20.4,,0.0,0.0,0.0,-0.001,,-2.6,-3.9,-6.5,-0.1,lawsoaj01
255,Saben Lee,PG,24,PHO,4,11,41.1,.635,.143,.286,21.6,9.8,15.5,57.8,0.0,7.7,0.0,30.9,,0.1,0.0,0.1,.454,,12.6,1.9,14.5,0.0,leesa01
256,Alex Len,C,30,SAC,6,41,24.4,.677,.125,.875,18.3,25.2,21.6,16.6,1.2,10.6,15.3,13.5,,0.1,0.1,0.2,.235,,3.8,3.2,7.0,0.1,lenal01
257,Kawhi Leonard,SF,32,LAC,27,932,23.4,.631,.314,.261,3.6,15.0,9.5,16.3,2.2,1.7,7.1,26.1,,2.7,1.3,4.1,.211,,5.0,0.9,5.9,1.9,leonaka01
258,Caris LeVert,SG,29,CLE,21,623,13.9,.518,.403,.240,2.0,11.9,7.0,18.5,1.8,1.3,9.0,23.9,,0.2,0.7,0.9,.070,,-1.1,0.1,-1.1,0.1,leverca01
259,Kira Lewis Jr.,PG,22,NOP,13,131,6.6,.392,.362,.191,2.5,6.7,4.6,17.9,1.8,0.7,10.5,18.5,,-0.2,0.1,-0.1,-0.027,,-5.7,-0.8,-6.5,-0.2,lewiski01
260,Maxwell Lewis,SF,21,LAL,12,53,-3.9,.167,.333,.000,2.1,3.9,3.1,6.6,1.8,0.0,35.7,11.4,,-0.2,0.0,-0.2,-0.172,,-10.2,-2.3,-12.5,-0.1,lewisma05
261,E.J. Liddell,PF,23,NOP,3,9,4.0,.410,.750,.500,0.0,24.3,12.1,0.0,0.0,10.8,17.0,27.7,,0.0,0.0,0.0,-0.141,,-9.0,0.0,-9.0,0.0,liddeej01
262,Damian Lillard,PG,33,MIL,25,884,22.3,.624,.503,.480,1.8,11.6,6.9,27.7,1.5,0.5,11.4,28.4,,2.9,0.7,3.5,.192,,4.8,-1.2,3.6,1.3,lillada01
263,Nassir Little,PF,23,PHO,20,324,12.1,.630,.571,.234,5.1,13.3,9.4,6.9,1.4,2.1,9.6,12.5,,0.4,0.3,0.7,.110,,-0.9,-0.6,-1.5,0.0,littlna01
264,Dereck Lively II,C,19,DAL,23,582,17.4,.728,.016,.227,12.2,21.4,16.7,6.1,1.2,5.3,16.6,12.3,,1.3,0.7,2.0,.163,,-0.9,0.3,-0.6,0.2,livelde01
265,Isaiah Livers,PF,25,DET,13,266,3.4,.393,.662,.149,2.4,9.4,5.8,7.3,1.4,0.6,11.3,14.0,,-0.4,0.1,-0.4,-0.064,,-6.3,-1.7,-8.0,-0.4,liveris01
266,Chris Livingston,SF,20,MIL,5,21,14.4,.875,.250,.000,5.5,19.9,13.1,6.1,2.2,0.0,20.0,10.0,,0.0,0.0,0.1,.148,,0.9,0.6,1.5,0.0,livinch01
267,Kenneth Lofton Jr.,PF,21,MEM,15,99,8.6,.447,.270,.405,2.1,15.0,8.3,21.3,1.5,2.9,12.1,21.3,,-0.1,0.1,0.0,-0.006,,-5.3,0.5,-4.8,-0.1,loftoke01
268,Kevon Looney,C,27,GSW,27,588,15.0,.587,.000,.303,12.7,26.2,19.4,16.4,1.6,1.2,15.7,10.4,,1.1,0.8,1.9,.158,,-0.2,2.0,1.8,0.6,looneke01
269,Brook Lopez,C,35,MIL,27,829,16.1,.606,.513,.203,5.7,11.2,8.6,6.0,1.1,8.1,7.5,16.2,,1.2,1.0,2.3,.131,,0.4,1.4,1.8,0.8,lopezbr01
270,Robin Lopez,C,35,MIL,7,21,4.6,.512,.750,.500,0.0,5.0,2.6,10.8,0.0,3.8,17.0,11.8,,0.0,0.0,0.0,.017,,-5.4,-0.7,-6.1,0.0,lopezro01
271,Kevin Love,PF,35,MIA,21,404,18.5,.601,.740,.260,5.3,36.8,20.8,19.2,1.1,0.5,7.7,19.8,,0.9,0.6,1.5,.175,,3.5,0.7,4.2,0.6,loveke01
272,Kyle Lowry,PG,37,MIA,26,764,12.6,.628,.687,.192,2.8,12.3,7.5,19.3,1.9,1.0,14.7,13.4,,1.1,0.8,1.9,.119,,-0.7,0.9,0.3,0.4,lowryky01
273,Seth Lundy,SF,23,ATL,2,10,0.3,.500,.500,.000,0.0,11.3,5.5,0.0,0.0,0.0,0.0,8.2,,0.0,0.0,0.0,-0.007,,-9.8,-2.5,-12.3,0.0,lundyse01
274,Trey Lyles,PF,28,SAC,13,260,10.4,.548,.761,.268,5.0,26.0,15.1,9.5,0.2,1.7,10.2,14.4,,0.2,0.2,0.4,.067,,-1.4,-0.8,-2.3,0.0,lylestr01
275,Théo Maledon,PG,22,CHO,13,200,4.1,.379,.455,.182,2.1,11.0,6.4,18.0,1.7,0.0,17.4,18.5,,-0.5,0.0,-0.5,-0.113,,-7.8,-2.1,-9.8,-0.4,maledth01
276,Sandro Mamukelashvili,C,24,SAS,11,84,11.8,.488,.600,.240,8.8,19.8,14.1,20.6,1.7,3.2,17.8,16.7,,0.0,0.1,0.1,.039,,-2.8,0.6,-2.1,0.0,mamuksa01
277,Terance Mann,SG,27,LAC,21,559,8.7,.505,.462,.169,4.8,9.7,7.3,9.8,1.2,1.3,9.1,11.9,,0.3,0.6,0.8,.070,,-2.8,0.2,-2.6,-0.1,mannte01
278,Tre Mann,PG,22,OKC,9,92,13.1,.586,.406,.031,3.8,15.8,10.1,20.9,1.6,0.0,19.8,18.9,,0.0,0.1,0.1,.072,,-0.8,-0.6,-1.5,0.0,manntr01
279,Boban Marjanović,C,35,HOU,3,20,21.9,.530,.111,.111,11.1,31.8,21.7,25.6,0.0,4.7,0.0,20.6,,0.0,0.0,0.1,.209,,1.6,1.9,3.5,0.0,marjabo01
280,Lauri Markkanen,PF,26,UTA,19,629,21.4,.626,.500,.319,6.9,21.6,14.2,6.3,1.3,2.0,6.4,25.0,,1.7,0.5,2.1,.162,,4.6,-1.5,3.2,0.8,markkla01
281,Naji Marshall,SF,26,NOP,19,380,15.0,.602,.478,.322,6.0,17.0,11.4,16.3,1.9,1.3,14.9,17.2,,0.5,0.5,1.0,.123,,0.4,0.2,0.5,0.2,marshna01
282,Caleb Martin,SF,28,MIA,18,485,11.8,.525,.339,.186,5.4,15.8,10.5,12.9,1.5,0.8,11.2,20.3,,0.0,0.5,0.5,.045,,-2.3,-1.1,-3.4,-0.2,martica02
283,KJ Martin,SF,23,TOT,16,112,9.1,.492,.214,.286,5.1,10.6,7.9,10.3,3.5,0.8,13.7,13.9,,0.0,0.2,0.2,.069,,-5.3,1.8,-3.5,0.0,martike04
283,KJ Martin,SF,23,LAC,2,31,7.0,.460,.500,.200,3.7,6.9,5.4,4.3,3.2,2.9,15.5,18.0,,-0.1,0.0,0.0,-0.018,,-7.0,0.5,-6.6,0.0,martike04
283,KJ Martin,SF,23,PHI,14,81,10.0,.509,.056,.333,5.6,12.0,8.9,12.6,3.6,0.0,12.7,12.3,,0.0,0.1,0.2,.102,,-4.6,2.3,-2.3,0.0,martike04
284,Garrison Mathews,SG,27,ATL,15,164,6.7,.694,1.000,.031,2.0,8.9,5.3,1.5,1.4,1.1,15.6,9.6,,0.1,0.0,0.1,.036,,-3.0,-0.9,-3.9,-0.1,mathega01
285,Bennedict Mathurin,SF,21,IND,26,664,13.4,.564,.310,.297,5.0,12.1,8.5,10.3,1.1,0.6,10.4,22.5,,0.6,0.0,0.6,.042,,-0.7,-3.0,-3.8,-0.3,mathube01
286,Wesley Matthews,SG,37,ATL,16,192,5.4,.431,.763,.500,2.2,11.7,6.8,6.6,2.2,0.9,9.7,10.9,,-0.1,0.1,0.0,.006,,-5.4,0.1,-5.3,-0.2,matthwe02
287,Tyrese Maxey,PG,23,PHI,26,962,21.6,.600,.427,.280,1.8,9.6,5.7,27.5,1.1,1.3,6.6,26.5,,3.2,1.0,4.2,.210,,5.6,-0.7,5.0,1.7,maxeyty01
288,Skylar Mays,PG,26,POR,15,290,13.2,.488,.387,.123,1.8,8.3,4.9,35.3,2.0,0.6,11.8,18.5,,0.2,0.2,0.4,.072,,-1.1,-0.4,-1.4,0.0,mayssk01
289,Miles McBride,PG,23,NYK,17,81,15.7,.632,.654,.077,1.4,4.1,2.7,14.1,3.7,0.0,0.0,14.0,,0.2,0.1,0.3,.191,,-0.2,3.2,3.1,0.1,mcbrimi01
290,CJ McCollum,PG,32,NOP,15,497,19.8,.599,.481,.196,2.2,10.8,6.4,23.7,2.0,2.4,7.6,23.6,,1.1,0.6,1.7,.163,,4.1,0.7,4.8,0.9,mccolcj01
291,T.J. McConnell,PG,31,IND,20,317,20.3,.546,.074,.162,4.3,16.6,10.4,41.0,2.9,0.7,13.6,21.8,,0.7,0.2,0.9,.130,,2.1,0.0,2.2,0.3,mccontj01
292,Jaden McDaniels,SF,23,MIN,16,397,10.8,.631,.325,.071,3.6,6.8,5.3,6.3,1.0,1.7,11.0,16.0,,0.3,0.6,0.9,.109,,-2.4,0.7,-1.6,0.0,mcdanja02
293,Jalen McDaniels,SF,26,TOR,16,141,2.0,.321,.490,.041,3.0,11.1,7.0,8.1,1.7,1.8,10.7,16.8,,-0.4,0.1,-0.3,-0.091,,-8.4,-0.6,-9.0,-0.2,mcdanja01
294,Doug McDermott,SF,32,SAS,24,395,10.1,.623,.767,.086,1.1,7.0,4.0,13.5,0.9,0.4,10.4,14.2,,0.4,0.1,0.4,.052,,-1.0,-1.2,-2.3,0.0,mcderdo01
295,JaVale McGee,C,36,SAC,23,200,19.0,.663,.014,.310,14.0,26.4,20.0,7.8,1.2,6.5,22.2,22.0,,0.1,0.3,0.4,.090,,-1.7,0.5,-1.2,0.0,mcgeeja01
296,Bryce McGowens,SG,21,CHO,21,367,8.1,.600,.543,.321,1.8,10.4,5.9,6.0,1.1,0.7,12.3,12.3,,0.2,0.0,0.2,.022,,-3.8,-1.3,-5.1,-0.3,mcgowbr01
297,Jordan McLaughlin,PG,27,MIN,9,35,16.1,.680,.600,.400,0.0,0.0,0.0,28.5,1.4,7.3,0.0,7.3,,0.1,0.1,0.2,.251,,4.6,5.2,9.8,0.1,mclaujo01
298,De'Anthony Melton,SG,25,PHI,27,777,13.3,.541,.571,.245,3.2,11.9,7.6,15.5,2.6,1.6,10.2,17.4,,0.7,1.2,1.9,.119,,-0.5,1.3,0.8,0.6,meltode01
299,Nathan Mensah,C,25,CHO,3,49,6.9,.581,.000,.333,13.1,26.0,19.3,2.5,1.0,0.0,30.4,8.7,,0.0,0.0,0.0,.025,,-7.4,-2.1,-9.5,-0.1,mensana01
300,Sam Merrill,SG,27,CLE,15,164,16.7,.664,.884,.058,3.4,10.0,6.8,12.6,1.2,0.5,6.6,20.0,,0.4,0.1,0.6,.165,,3.9,-0.7,3.2,0.2,merrisa01
301,Chimezie Metu,C,26,PHO,17,182,12.2,.602,.462,.231,3.9,15.4,10.0,5.6,2.2,2.3,12.3,15.5,,0.1,0.2,0.3,.085,,-2.6,0.2,-2.5,0.0,metuch01
302,Vasilije Micić,PG,30,OKC,10,122,5.5,.444,.600,.200,0.0,4.2,2.2,27.0,0.8,0.8,25.2,15.3,,-0.2,0.1,-0.1,-0.027,,-4.9,-3.1,-8.0,-0.2,micicva01
303,Khris Middleton,SF,32,MIL,22,508,16.6,.569,.369,.189,3.6,18.5,11.4,25.5,1.7,0.2,14.3,24.4,,0.5,0.5,1.0,.097,,0.2,-0.3,-0.1,0.2,middlkh01
304,Brandon Miller,SF,21,CHO,24,774,10.8,.535,.389,.152,3.0,11.5,7.1,10.0,1.0,1.5,10.6,20.9,,-0.1,0.0,-0.1,-0.005,,-2.3,-2.1,-4.4,-0.5,millebr02
305,Jordan Miller,SF,24,LAC,3,12,7.1,.833,.333,.000,0.0,8.9,4.6,0.0,0.0,0.0,25.0,14.4,,0.0,0.0,0.0,.031,,-4.3,-2.6,-6.9,0.0,millejo02
306,Leonard Miller,SF,20,MIN,3,6,20.6,.500,.000,.000,0.0,100.0,55.7,24.1,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,.271,,-3.7,8.0,4.2,0.0,millele01
307,Dariq Whitehead,SF,19,BRK,1,3,19.3,.568,,,0.0,0.0,0.0,0.0,0.0,29.4,0.0,12.4,,0.0,0.0,0.0,.154,,4.1,7.2,11.3,0.0,whiteda01
308,Patty Mills,PG,35,ATL,4,35,5.1,.450,.700,.000,0.0,12.9,6.3,13.7,1.4,2.5,16.7,14.0,,0.0,0.0,0.0,-0.025,,-4.4,0.3,-4.1,0.0,millspa02
309,Shake Milton,SG,27,MIN,25,383,7.9,.490,.366,.350,1.6,9.8,6.0,13.4,1.8,0.7,14.5,18.8,,-0.3,0.6,0.3,.043,,-5.5,0.9,-4.6,-0.3,miltosh01
310,Justin Minaya,SF,24,POR,6,38,6.0,.509,.667,.333,11.2,3.2,7.4,0.0,0.0,2.3,12.7,8.8,,0.0,0.0,0.0,.028,,-2.6,-3.0,-5.6,0.0,minayju01
311,Josh Minott,SF,21,MIN,11,27,20.0,.601,.357,.429,4.4,7.7,6.2,6.6,0.0,3.1,0.0,26.8,,0.1,0.0,0.1,.191,,-0.1,-0.1,-0.2,0.0,minotjo01
312,Davion Mitchell,PG,25,SAC,20,282,5.9,.450,.543,.160,0.8,6.9,3.7,19.5,0.8,0.6,13.0,15.0,,-0.1,0.1,0.0,-0.003,,-4.8,-1.3,-6.1,-0.3,mitchda01
313,Donovan Mitchell,SG,27,CLE,22,803,22.0,.579,.415,.284,3.4,13.5,8.5,25.0,2.4,1.1,9.9,31.5,,1.5,1.1,2.6,.155,,4.5,1.0,5.5,1.5,mitchdo01
314,Evan Mobley,PF,22,CLE,21,705,18.3,.607,.040,.262,8.9,25.4,17.3,13.0,1.2,4.4,14.8,19.9,,0.8,1.2,2.0,.138,,-0.5,1.7,1.2,0.6,mobleev01
315,Isaiah Mobley,PF,24,CLE,2,10,8.1,.333,.333,.000,0.0,21.9,11.1,39.1,4.9,0.0,25.0,17.3,,0.0,0.0,0.0,-0.004,,-7.7,4.6,-3.1,0.0,mobleis01
316,Malik Monk,SG,25,SAC,26,656,16.2,.596,.580,.236,2.0,9.6,5.7,29.7,1.2,1.6,15.4,24.3,,0.9,0.4,1.3,.097,,3.0,-1.3,1.6,0.6,monkma01
317,Moses Moody,SG,21,GSW,27,508,14.2,.587,.480,.251,7.3,12.1,9.6,7.5,1.8,1.2,8.9,17.5,,0.7,0.5,1.2,.111,,0.5,0.0,0.5,0.3,moodymo01
318,Xavier Moon,SG,29,LAC,2,12,7.0,.500,.500,.000,0.0,17.8,9.2,31.2,0.0,0.0,33.3,10.8,,0.0,0.0,0.0,.034,,-3.8,1.2,-2.6,0.0,moonxa01
319,Wendell Moore Jr.,SG,22,MIN,6,14,1.7,.333,.667,.000,0.0,7.4,4.0,9.1,3.5,0.0,25.0,12.4,,0.0,0.0,0.0,-0.049,,-9.0,1.6,-7.3,0.0,moorewe01
320,Ja Morant,PG,24,MEM,1,35,28.9,.581,.208,.500,9.0,9.8,9.4,49.4,2.8,2.7,14.6,41.7,,0.1,0.1,0.1,.148,,5.9,1.6,7.5,0.1,moranja01
321,Marcus Morris,PF,34,PHI,19,261,13.5,.640,.446,.060,3.0,17.0,10.2,6.3,1.3,2.3,6.6,14.7,,0.4,0.4,0.8,.146,,0.3,0.4,0.6,0.2,morrima03
322,Markieff Morris,PF,34,DAL,11,114,6.4,.434,.605,.000,3.8,17.6,10.5,11.3,1.7,0.8,15.6,16.8,,-0.2,0.1,-0.1,-0.031,,-4.4,-1.4,-5.7,-0.1,morrima02
323,Trey Murphy III,SF,23,NOP,8,202,18.4,.651,.600,.325,0.5,15.7,8.1,10.1,1.0,1.4,3.2,19.8,,0.5,0.2,0.7,.178,,3.5,-0.8,2.7,0.2,murphtr02
324,Dejounte Murray,SG,27,ATL,27,927,16.8,.550,.357,.173,2.4,11.7,6.9,22.6,2.0,0.9,10.2,24.1,,1.2,0.4,1.6,.084,,1.4,-0.9,0.6,0.6,murrade01
325,Jamal Murray,PG,26,DEN,15,435,18.4,.571,.360,.169,1.5,11.0,6.3,28.8,1.0,2.3,10.7,26.8,,0.7,0.4,1.1,.122,,3.4,-0.5,2.9,0.5,murraja01
326,Keegan Murray,SF,23,SAC,22,705,14.0,.574,.542,.151,4.9,14.3,9.4,7.9,1.8,1.0,6.5,19.5,,0.7,0.6,1.4,.092,,-0.2,-1.0,-1.2,0.1,murrake02
327,Kris Murray,SF,23,POR,13,144,10.0,.446,.649,.135,5.9,12.5,9.0,6.7,3.4,1.2,2.5,11.8,,0.0,0.2,0.2,.075,,-3.0,1.6,-1.4,0.0,murrakr01
328,Mike Muscala,C,32,WAS,14,180,8.2,.543,.590,.410,4.8,15.8,10.3,8.7,0.8,2.2,17.8,13.1,,0.0,0.0,0.0,.007,,-4.2,-1.0,-5.2,-0.1,muscami01
329,Svi Mykhailiuk,SF,26,BOS,11,83,3.0,.360,.800,.000,4.1,7.5,5.8,6.0,2.4,0.0,13.8,15.1,,-0.2,0.1,-0.1,-0.045,,-7.8,-0.9,-8.7,-0.1,mykhasv01
330,Larry Nance Jr.,C,31,NOP,14,211,9.7,.538,.262,.190,9.2,20.7,14.9,6.1,2.0,1.8,22.2,11.8,,-0.1,0.3,0.3,.057,,-3.8,0.9,-3.0,-0.1,nancela02
331,Andrew Nembhard,PG,24,IND,17,308,11.7,.504,.325,.079,3.4,7.6,5.5,27.3,2.2,0.2,15.7,18.6,,0.1,0.1,0.2,.026,,-2.3,-1.3,-3.6,-0.1,nembhan01
332,Aaron Nesmith,SF,24,IND,24,589,14.5,.682,.532,.234,4.3,10.1,7.2,4.9,1.7,2.0,7.2,15.5,,1.2,0.1,1.3,.109,,0.8,-1.0,-0.2,0.3,nesmiaa01
333,Georges Niang,PF,30,CLE,28,625,7.5,.517,.601,.072,2.0,15.7,9.0,7.2,0.7,0.3,8.9,16.3,,-0.1,0.6,0.5,.037,,-3.8,-0.6,-4.4,-0.4,niangge01
334,Daishen Nix,PG,21,MIN,6,21,6.8,.450,.625,.250,0.0,5.0,2.7,0.0,2.3,0.0,0.0,18.4,,0.0,0.0,0.0,.006,,-5.0,0.2,-4.8,0.0,nixda01
335,Zeke Nnaji,PF,23,DEN,23,247,13.8,.565,.167,.530,13.8,11.9,12.9,6.7,1.0,5.2,14.7,16.6,,0.2,0.3,0.6,.108,,-2.5,-0.5,-3.0,-0.1,nnajize01
336,Jaylen Nowell,SG,24,MEM,9,156,6.9,.453,.418,.055,2.0,8.1,4.9,15.4,0.9,0.0,8.2,16.7,,-0.1,0.1,0.0,-0.001,,-5.9,-1.7,-7.5,-0.2,nowelja01
337,Markquis Nowell,SG,24,TOR,1,4,56.1,.532,.000,2.000,53.3,0.0,27.3,56.9,12.2,0.0,0.0,19.9,,0.0,0.0,0.1,.682,,29.1,14.7,43.8,0.0,nowelma01
338,Jusuf Nurkić,C,29,PHO,27,769,17.3,.540,.245,.372,12.4,27.7,20.4,20.0,1.8,3.5,15.6,20.2,,0.7,1.3,2.0,.124,,-0.7,1.2,0.5,0.5,nurkiju01
339,Jordan Nwora,SF,25,IND,10,118,14.4,.575,.429,.125,6.8,14.9,10.8,12.1,2.0,0.6,14.5,23.9,,0.0,0.0,0.1,.028,,-0.6,-3.0,-3.6,0.0,nworajo01
340,Royce O'Neale,SF,30,BRK,26,719,10.6,.542,.842,.066,2.9,15.7,9.3,14.9,1.4,2.6,11.7,12.6,,0.6,0.7,1.3,.084,,-1.0,1.4,0.4,0.4,onealro01
341,Chuma Okeke,SF,25,ORL,13,61,9.3,.500,.667,.000,5.6,20.6,13.1,8.8,1.6,0.0,14.3,14.6,,0.0,0.1,0.1,.051,,-1.5,0.2,-1.3,0.0,okekech01
342,Josh Okogie,SG,25,PHO,23,491,12.0,.558,.472,.556,9.2,8.8,9.0,7.4,2.2,2.1,12.4,13.5,,0.5,0.5,1.0,.095,,-1.5,0.1,-1.4,0.1,okogijo01
343,Onyeka Okongwu,C,23,ATL,27,663,16.5,.665,.219,.355,10.5,20.4,15.3,7.6,0.8,3.0,9.3,13.3,,1.8,0.3,2.1,.151,,0.5,-0.6,-0.1,0.3,okongon01
344,Isaac Okoro,SF,23,CLE,19,466,11.4,.571,.390,.305,6.7,9.4,8.1,10.5,1.8,1.5,10.5,12.3,,0.5,0.5,1.0,.107,,-1.9,1.2,-0.7,0.1,okorois01
345,Kelly Olynyk,C,32,UTA,26,561,15.5,.663,.374,.333,7.7,21.0,14.3,27.8,1.7,1.1,24.6,13.9,,1.0,0.4,1.5,.124,,0.2,1.2,1.4,0.5,olynyke01
346,Eugene Omoruyi,SF,26,WAS,15,86,25.5,.687,.310,.405,11.3,19.0,15.2,15.0,3.2,0.9,13.9,28.1,,0.2,0.1,0.3,.169,,3.9,0.1,4.0,0.1,omorueu01
347,Cedi Osman,SF,28,SAS,26,501,12.0,.592,.534,.159,2.3,11.5,6.8,13.0,0.9,0.9,7.8,17.0,,0.5,0.2,0.6,.060,,-0.9,-1.0,-2.0,0.0,osmande01
348,Kelly Oubre Jr.,SF,28,PHI,16,407,15.0,.583,.424,.242,5.0,13.1,9.1,3.5,2.3,0.9,6.2,20.1,,0.5,0.6,1.1,.128,,-0.2,-0.2,-0.4,0.2,oubreke01
349,Chris Paul,PG,38,GSW,24,659,14.1,.509,.460,.176,1.3,13.4,7.3,37.5,2.2,0.1,13.0,14.6,,1.1,0.7,1.8,.133,,-0.4,1.1,0.7,0.4,paulch01
350,Cameron Payne,PG,29,MIL,27,445,10.2,.588,.562,.124,0.3,7.3,3.9,18.8,1.1,0.4,13.7,15.9,,0.5,0.2,0.7,.072,,-2.5,-1.1,-3.6,-0.2,payneca01
351,Gary Payton II,SG,31,GSW,14,242,12.5,.554,.394,.127,6.5,12.9,9.7,7.6,3.4,1.5,10.7,14.5,,0.1,0.4,0.5,.098,,-2.0,2.5,0.5,0.2,paytoga02
352,Filip Petrušev,C,23,TOT,3,10,5.1,.521,.000,1.000,0.0,10.8,5.5,0.0,0.0,0.0,0.0,12.2,,0.0,0.0,0.0,.025,,-4.7,-3.5,-8.2,0.0,petrufi01
352,Filip Petrušev,C,23,PHI,1,3,4.1,,,,0.0,36.1,18.4,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.071,,-2.7,-2.3,-5.0,0.0,petrufi01
352,Filip Petrušev,C,23,SAC,2,7,5.5,.521,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,,0.0,0.0,0.0,.006,,-5.5,-4.0,-9.6,0.0,petrufi01
353,Julian Phillips,SF,20,CHI,16,70,1.0,.293,.471,.235,3.0,13.3,7.9,11.2,0.7,0.0,9.6,13.0,,-0.2,0.0,-0.1,-0.083,,-9.4,-1.7,-11.0,-0.2,phillju01
354,Jalen Pickett,SG,24,DEN,12,77,10.2,.640,.714,.095,1.4,12.8,7.1,13.1,1.9,0.0,21.5,15.6,,0.0,0.1,0.1,.063,,-1.9,-0.2,-2.0,0.0,pickeja02
355,Mason Plumlee,C,33,LAC,6,102,13.6,.596,.000,.737,9.1,26.1,17.9,7.7,1.9,0.9,16.6,12.8,,0.1,0.2,0.3,.118,,-1.3,0.8,-0.5,0.0,plumlma01
356,Brandin Podziemski,SG,20,GSW,21,451,12.9,.550,.403,.154,7.0,17.7,12.3,17.1,1.8,0.8,15.4,17.4,,0.3,0.5,0.8,.083,,-0.5,0.7,0.2,0.2,podzibr01
357,Jakob Poeltl,C,28,TOR,27,702,18.6,.707,.000,.309,11.4,22.9,17.0,12.5,1.3,3.8,17.9,14.9,,1.3,1.0,2.3,.156,,-0.3,1.5,1.2,0.6,poeltja01
358,Aleksej Pokusevski,PF,22,OKC,7,43,-0.3,.253,.727,.182,5.4,14.5,10.2,13.6,0.0,2.2,20.2,14.8,,-0.1,0.0,-0.1,-0.114,,-9.4,-2.2,-11.6,-0.1,pokusal01
359,Jordan Poole,SG,24,WAS,25,734,10.8,.528,.427,.216,1.3,7.9,4.6,17.1,1.6,0.9,14.7,27.6,,-1.0,0.1,-0.9,-0.060,,-3.7,-2.8,-6.6,-0.9,poolejo01
360,Craig Porter Jr.,PG,23,CLE,17,249,17.4,.567,.122,.311,3.2,12.3,7.8,27.1,2.0,3.2,12.8,20.4,,0.3,0.3,0.7,.131,,0.2,1.7,1.9,0.2,portecr01
361,Michael Porter Jr.,SF,25,DEN,29,904,15.4,.580,.526,.103,5.6,21.9,13.8,6.7,0.8,1.9,7.5,21.0,,0.9,1.1,2.0,.107,,1.1,-1.3,-0.2,0.4,portemi01
362,Otto Porter Jr.,SF,30,TOR,11,130,8.2,.530,.731,.038,4.9,15.4,10.1,2.9,1.5,2.6,7.0,9.3,,0.0,0.1,0.2,.071,,-3.8,0.4,-3.4,0.0,porteot01
363,Bobby Portis,PF,28,MIL,27,646,16.8,.586,.280,.153,7.7,22.3,15.4,6.8,1.5,1.6,7.8,20.8,,0.9,0.8,1.6,.122,,-0.6,-0.8,-1.4,0.1,portibo01
364,Kristaps Porziņģis,C,28,BOS,20,604,21.5,.659,.413,.455,5.6,18.4,12.3,8.4,1.2,5.4,10.5,23.2,,1.6,1.1,2.7,.212,,2.6,2.1,4.7,1.0,porzikr01
365,Micah Potter,PF,25,UTA,2,7,1.8,.000,1.000,.000,0.0,63.0,31.3,0.0,0.0,0.0,0.0,5.9,,0.0,0.0,0.0,-0.064,,-8.5,-3.8,-12.4,0.0,pottemi01
366,Dwight Powell,C,32,DAL,24,355,15.4,.781,.022,1.089,10.6,13.2,11.9,10.9,1.2,2.2,13.1,9.2,,1.2,0.3,1.5,.197,,-0.2,0.5,0.3,0.2,poweldw01
