Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
489,Jaylin Williams,C,21,OKC,20,262,11.3,.549,.622,.189,5.3,22.5,14.4,13.0,1.3,0.7,11.1,14.8,,0.2,0.4,0.6,.118,,-1.4,0.7,-0.7,0.1,willija07
490,Jeenathan Williams,SG,24,HOU,4,22,15.7,.547,.182,.182,0.0,0.0,0.0,16.2,2.2,0.0,0.0,23.6,,0.0,0.0,0.1,.113,,-1.7,0.5,-1.2,0.0,willije02
491,Kenrich Williams,PF,29,OKC,15,219,11.9,.576,.475,.169,5.8,14.7,10.5,13.1,1.1,0.9,5.9,13.2,,0.3,0.3,0.6,.131,,-0.5,0.3,-0.2,0.1,willike04
492,Mark Williams,C,22,CHO,19,508,22.4,.675,.000,.424,16.0,24.6,20.2,6.4,1.5,3.5,8.7,16.6,,1.6,0.3,2.0,.186,,1.5,-1.1,0.5,0.3,willima07
493,Patrick Williams,PF,22,CHI,29,788,11.9,.552,.408,.210,4.7,13.0,8.6,7.4,1.7,3.5,11.2,15.9,,0.3,0.8,1.0,.063,,-1.8,0.1,-1.7,0.1,willipa01
494,Robert Williams,C,26,POR,6,119,17.2,.684,.000,.346,9.8,27.2,18.0,6.3,2.9,5.2,18.9,13.1,,0.2,0.2,0.4,.155,,-2.3,2.8,0.5,0.1,williro04
495,Vince Williams Jr.,SG,23,MEM,18,335,11.4,.635,.789,.324,4.4,21.8,12.8,10.1,0.9,2.9,13.8,12.0,,0.4,0.4,0.8,.118,,-2.0,1.1,-0.9,0.1,willivi01
496,Ziaire Williams,SF,22,MEM,24,480,8.7,.511,.503,.192,3.3,19.5,11.1,10.6,1.0,1.0,14.6,18.8,,-0.4,0.6,0.1,.013,,-4.2,-0.5,-4.8,-0.3,willizi02
497,Zion Williamson,PF,23,NOP,23,701,22.1,.607,.020,.454,7.1,13.6,10.3,25.2,1.6,1.0,12.0,28.7,,1.4,0.8,2.2,.150,,3.0,0.1,3.1,0.9,willizi01
498,Jalen Wilson,PF,23,BRK,7,52,15.4,.836,.333,.444,6.1,10.1,8.1,10.0,0.9,1.7,15.7,10.4,,0.2,0.0,0.2,.168,,1.0,0.6,1.6,0.0,wilsoja03
499,Dylan Windler,SF,27,NYK,3,7,15.5,.750,1.000,.000,0.0,16.0,7.9,19.8,0.0,0.0,0.0,12.1,,0.0,0.0,0.0,.229,,3.5,3.5,7.0,0.0,windldy01
500,James Wiseman,C,22,DET,17,242,18.1,.715,.014,.324,10.3,22.5,16.2,8.5,0.8,3.4,15.9,17.4,,0.4,0.2,0.6,.123,,-1.0,-0.5,-1.5,0.0,wisemja01
501,Christian Wood,PF,28,LAL,25,486,10.6,.552,.449,.404,5.6,25.4,15.9,6.4,0.5,2.7,15.8,16.9,,-0.2,0.7,0.5,.051,,-3.6,-0.7,-4.3,-0.3,woodch01
502,Delon Wright,PG,31,WAS,8,141,16.9,.540,.367,.533,2.3,13.2,7.7,29.7,4.3,0.6,9.7,12.2,,0.3,0.1,0.4,.139,,-1.2,2.7,1.5,0.1,wrighde01
503,Thaddeus Young,PF,35,TOR,4,13,10.0,.410,.000,.500,8.2,17.2,12.6,31.8,0.0,0.0,17.0,19.2,,0.0,0.0,0.0,-0.039,,-1.2,-0.6,-1.8,0.0,youngth01
504,Trae Young,PG,25,ATL,25,900,22.7,.591,.446,.410,1.7,7.6,4.6,45.5,1.7,0.4,15.0,31.8,,2.7,0.1,2.9,.152,,6.5,-2.3,4.2,1.4,youngtr01
505,Omer Yurtseven,C,25,UTA,18,227,12.9,.552,.191,.118,14.3,27.7,21.0,8.3,0.9,4.0,21.0,16.6,,0.0,0.2,0.2,.041,,-3.6,-0.9,-4.5,-0.1,yurtsom01
506,Cody Zeller,C,31,NOP,22,221,9.4,.406,.026,.667,13.2,20.3,16.7,14.3,0.9,1.3,13.7,11.2,,0.1,0.2,0.3,.075,,-3.9,-0.2,-4.1,-0.1,zelleco01
507,Ivica Zubac,C,26,LAC,27,724,18.7,.637,.000,.338,13.2,24.7,19.2,5.6,0.4,5.0,10.7,17.3,,1.5,1.1,2.7,.177,,-0.1,-0.1,-0.3,0.3,zubaciv01
